sentence	label
@ asadowaisi How come he was the first man . What about earlier incidents .. Ab inke Naam se roti pel raha hai ... Shame on you 	negative
Need is branch ke students ki hai jisase digiral India par force diya ja sake aur corruption bhi na ho .... Mai shr … https//t.co/8VNEQ45Wyc	positive
Aap pichla 5 saal se media ka ghatna kramank Ko rewind karke dekhiye jabbi vipaksh ne ruling party ke neeti ke baar … https//tco/932v5ZGoVj	positive
@ htTweets @ harijdas7 aur bakwas karma aur TV per galat sandesh dena to kam hua Instead each Congressi Neta aur Kar … https//tco/fvmBYlfEHl	negative
@ SatyaHindi @ ashutosh83B Desh aaghe baad raha hai ye religion ke naam pe bakwas karna baand karo .. aur tumhare AAP bhaiyon ko bhi shikhao .. 	positive
RT @ aamir _ khan I'm very sad to hear about Veeruji passing away I had the pleasure & privilege of working with Veeruji He was an amazing pe … 	positive
RT @ smithmaheshwari * Me as a father * Son - Papa aaj main night study ke liye jau ga Me - kitne baje Son - 10 baje tak Me - Haan … 	neutral
@ saleem _ mohad ham log ko koe dukh nhi hay tumko hay to Pakistan ja 🤨🤨🤨🤨🤨🤨🤨🤨 	neutral
@ breatheapril I know it's so late for me to comment on this tweet but I just wanna say I really miss you and your n … https//tco/ps6NQpEzXj	neutral
@ INCMP MP m Kamalnath government ko vote diye the ki Employment milega pr 6 months ho gye ghanta kuch ni hua na aagey kuch hoga 	negative
@ StarMoo75329799 @ HarunKh67113991 @ jandkheadlines @ Shehla _ Rashid Krishna tab tha jab tera allah peda bhi nahi hua … https//t.co/oFRqDOSYDU	negative
show acha chalna chahiye people dont care kisko chance diya kisko nhi jo main h kisliye hai Entertainment jyada krt … https//t.co/ui0pywj1vQ	positive
RT @ psf _ team Lathi Goli Ki Sarkar Nhi Chalegi Nhi Chalegi https//t.co/fhl3aPEoif	negative
@ AkhileshPSingh Chal be har gaya ab to sudhar ja .. Ki fir se uncle @ RahulGandhi ko harwayega . Tere jeson ki wajah s … https//t.co/ooWUFvddYm	positive
@ ASIFCHUGHTAI987 @ matineees @ Payal _ 777 @ NavidocSingh @ Markhor _ pak @ DonPilots @ AbdulQa13248496 @ KabristaanC … https//t.co/FHUnkysjBt	neutral
@ asli _ sapna we eradicate Untouchability & poverty is a sin for life . 	positive
@ sid _ abu @ GulBukhari @ GandharaRFE Kute ki tarah bhonkta he jb k ye farishta k cousin ka wo attitude he jo tere jese … https//tco/dZfBzdk6a0	negative
@ narendramodi Respected PM Modi jiii Hamare Odisha ka Educational System ka Daityo Aparajita Sadangi mam ko dene ke … https//tco/byzPWsUqSm	neutral
@ AzamJamil53 Kab k uth gye Gulshan k karobar bhi chal pare Fed the dogs did the few dishes left from last night laundry going on 🤗 	negative
RT @ LukeEclair # FF Have a great weekend ! @ politicaldani @ Bhav _ Popat @ ConnorJonesCons @ ali _ panju @ theblondpond @ stephiebellabb @ MrRhysBenja … 	positive
Modi chor ko pta tha k EVM set ho chuki h aur election commission ko inform kr diya gaya h k hme 300 seat chahiye e … https//tco/JCfkw2VXDr	negative
@ mlkhattar Sir Congratulations on your marvellous victory @ BJP but it seems that no one is ever bothered about sev … https//t.co/8woRVtJlvE	negative
@ AnwarLodhi Make sure he becomes the bootlicker exactly the way you are . Allah apke saye se is masoom ko bachaye . Ameen ! 	negative
@ Lalitrashtraban @ sherryontopp pahle usko bulao jisne kaha tha notebandi fail hui to ap mujhe beech chaurahe par phansi par latka dena 😁 	neutral
M ạ nh m ẽ l ê n nh é em g á i stay strong Lalisa . We always love you ❤️. # AlwaysStayWithLalisa https//t.co/eqSGCrS1zY	positive
hamsab milkar dhundhe us teesre ko jo Muslim me jake hindu bnke aag lagata Ya hindu me jake Muslim bnke . Aur dono … https//t.co/TjdLKA85Bj	positive
@ DurexIndia @ kkundrra Chutiye ke lodo mna kisne kiya hai orgasm karne ko .... karo na bhosdi walo agar orgasm nhi ho … https//t.co/DeiacLWEGA	negative
@ WaseemBadami @ iqrarulhassan We will miss the beautiful voice of # AmjadSabriShaheed Allah un k darjaat buland far … https//t.co/xf9FkUdfew	neutral
HareKrishna 2024 ke parliament Election me Hg Modi ko koe gali nahi degaphir v Modi hi jitega beta jara gali de ke dekh to ? 	positive
@ INCChhattisgarh Appne too kabhi kisi shahid ke family ko kabhi bulaya nahi oath ke liye ? kya comparison kar rahe … https//t.co/ZHZSoOkrwt	negative
Happiest b'day @ BeerBicepsGuy . Thanku bade bhaiya for motivating and making great content for us . 	positive
RT @ The _ Loyal _ Guy @ tooterforiphone Allah apko kushiyaan naseeb farmai bhai jan duaon me yad rkhna 	positive
@ SanjayAzadSln Correct Yeh chatukar Good meadiagovt . K always kisi bat nahi sunta Boycott hona chahiy Magar Ye … https//t.co/IedzNzvKgf	neutral
@ AshrafFem Kisi ki bhi hatya hona bahut galat hai per ashraf ji jab koi hindu ki maut hoti hai to aap tweet ku nahi … https//t.co/ANHXT1Njhz	neutral
@ cloudy _ megha @ StarPlus Aap sadi ke liye kayo tayar hui jab ki veer se aap bahut payar karti hai koi na koi baat … https//tco/HOWlGcX61V	neutral
@ asadowaisi Teri maa ki chut behen ke lode Teri gand main jor h to 15 minute ke liye mil le tujhe Teri Randi maa ke … https//t.co/BDrD2zcWea	negative
Modi Ji apko fr Ek baar pm banne pr congrats Hamare desh ke logo ne jo Ye visvas banaya hai apke uper is visvas ko … https//t.co/pdL7ua6Bcn	positive
Bhai .. Modi ji ko jeetna hi tha .. But now early waiting this epic advrtsmnt series .. Mauka mauka … https//t.co/X6TDCNdEAd	neutral
Its okkkk loveee you are one of my most favourite persons here ♥️ https//tco/UlobJ5ELn1	positive
@ PiyushGoyal @ narendramodi @ PiyushGoyal @ drmncrald @ RailwaySeva @ manojsinhabjp Sir mai allahabad ( ald ) se sirathu (… https//tco/HlDPUCdJIK	neutral
@ RubikaLiyaquat RUBIKA GANDI TO BATA JO ANDAR KO MATRI BANYA H BJP NE O KYA BAYAN DEYA H SALI HARAMKHOR TEREI CHOD … https//t.co/L1MXQWAkQp	negative
@ rsprasad Ravi shankar ji namaskar waise to sabhi jatiyo ne aapko vote diya kuchh ne nahi diya parantu kayasth ne 1… https//t.co/xkmoUtWVwx	negative
jini zindgi guzri a jini baki a sari ty lant beshumar . https//t.co/xErwAGugU0	neutral
If you don ’ t like zhoom barabar jhoom ( movie ) then we can not be friends . 	negative
@ VSShishodia @ msisodia Are is wajah se khatana mai bahut jam kah gaya tha waha police sahi se duty nahi kar rahi th … https//t.co/RzRVmRyxCQ	negative
Today is a bday of my murshid may ALLAH give them great health that they can more work muslim ummah or ALLAH unka s … https//t.co/Rf3Se55hpK	positive
RT @ legaynd 12 listen bhenchod you ’ re such a pyaara bachha im so fucking happy you finally have a gf omg I love you AND ILL TEXT YOU WHEN … 	negative
@ OfficeOfKNath Sir kya apka sharkar aane ke bad bhi muslim safe nhi hain madhay pardesh me . 23may ko jo video aaya … https//t.co/USKmtlUQBG	neutral
BJP is now garibo ki Party who thinks for everyone and Congress is now ' kisi ki bhi party nahi ' who thinks only for self 	positive
RT @ Salmanashraf313 @ CallMeMeeru Meri life mae aik ap or @ ZoyeMemon apa ke brday ka din aise hota hae js ka mujae bht intazar hota ha bcz … 	positive
Naa hum bhulte he khuda ko Naa unhko jo hume as allah s gift mile he unko Bhulne wali galiya hum chor aaye piche https//tco/cKahdt4DWE	neutral
@ janupande Tumhari marzi chhor do twitter yehi agar Facebook hota na toh tum log chhorne Ka sochte tak nhi P … https//tco/wt0H71oE2G	neutral
@ ramsarnacharya1 @ ZeeNewsHindi Swami ji karmo ka fal jaroor milta hai chinta na Kare . Apne acche karm kiye apna dha … https//t.co/JzOaN552oQ	positive
@ TheRashooAwan No bro ... aghar tera dost hota team ma to phir possible tha ... Umer Akmal P 	neutral
@ zoo _ bear @ Atheist _ Krishna Zoo bear bhai .... tumara har jagah se kaat Gaya hai .... keep calm and start preparing for 2024... Good luck 👍 	positive
@ Bhuvan _ Bam So happy that uncle is fine ♥ hamare BB ke pita ji hey aaise hi thodi bimar rehete strong hey uncle 😍 	positive
Looks great & stays that way # JatayuPlywood-Visvas ka Prateek # plywood # wood # plywoodfurniture # woodworking … https//tco/7qMyDuEdP2	positive
@ KhawajaMAsif Tum logo ki terah Pakistam k logo ka paisa chori ker k harap ker k baher flat or mehal nahi khareeday … https//t.co/dprnUHHwb2	negative
Jio ki wajah see log ki waat lgi padi hai choro ... ab apna profit customer ka Paisa chura k nikal rhe ho ..... ghatiya … https//t.co/pzzIqDG3XJ	negative
@ TimesNow To be construed as ... tum sabne modi ko vote kyu diya ...😨 tumhe meri naukri ki koi chinta nahi ? Meri … https//t.co/vEadSjNkkY	negative
@ ashishtweetz @ VishnuNDTV Haha bombed on trees Wheres we did it in broad day light . Ask you commanders jo us waqat … https//t.co/FBcNxI2iij	neutral
RT @ viruswhiz One last reporting trip with @ priyanka _ runwal to pick strawberries (@ mendozamartha you were right — this is fun !) Can ’ t b … 	neutral
RT @ alankar6427 Exclusive censor reports of # Bharat is world class . Words like movie of the year Best performance Sunney ko miley Ev … 	positive
RT @ tanwer _ m I say Gaya they hear Gautam Buddha ! https//tco/gDsA8fHOaD	neutral
RT @ CbRu91lyHhtK3kr @ PakSarfrazbugti @ Saherb1 @ BBCUrdu Sarfraz Khaan Aap Hamare HaQeeqi Hero ho Aap Ne Pakistan kay Leye Apna Gar Bar Dos … 	positive
@ ggukieflies Aiiiii mera chhotu bacha 💙💙 Love you and adore you so much Mini 💙 You seem distant a few weeks back but … https//t.co/IrehKtoYgX	positive
@ kamaalrkhan Dede pyaar de is super hit . Wht ever you want to bark . @ ajaydevgn 12th movie in to 100 cr club ! 	positive
Dear nakko thank you for being the best part of my life . Thank you for always there for me i know you love to hug … https//t.co/J29jcMhhpH	positive
@ steve _ n _ o To meet the love of my life dear 	positive
@ msaleemkhanwazi Pain yako mar jao apis me lar lar ke wo kuty ke bachy hamre dushman tu chata he ye k ye larn apis … https//t.co/7TncaMDMV6	negative
@ DesiStupides @ AmitShah @ manakgupta @ narendramodi Yeh desh mein tadi par bhi home minister banta hai .... Aur ek pm … https//t.co/XQk63hYs0r	negative
@ SanjayAzadSln tu bhi laat khayeg ek din .. ab election aane waala hain .. sudhar jaa .. nahi to ab to teri gaand mein … https//t.co/Yuf9qWlbpt	negative
@ BeingSalmanKhan Wow .... Bhai aap dono bahut ache lagte ho pls aap dono se request hai shaadi kar lo very nice coupl … https//t.co/8zzjhhwaiJ	positive
RT @ satgurukimeera # WelfareByDSSVolunteers Dhan dhan satguru tera hi aasra Good morning dear @ Gurmeetramrahim papa ji Beti ka kaam shuru … 	positive
@ amritabhinder @ firstpost @ Javedakhtarjadu ki rightwingers ne itni li hae ki bechare ka gussa jayaz hae .... frustrated soul 😂😂😂 	positive
@ witnessweetene @ LilJahmir @ rynteez _ @ gngdoll @ rubyholmess bc like karke chodh de 	negative
Modi ji aaj utthey Modi ji ne signature karey Modi ji ne aaj saffed kurta pyjama pehna Again gonna b sick of this … https//t.co/9YDm2FEZ9P	neutral
bhale teri english thori kachi ha per we are really proud of you bro # SarfarazAhmed ❤️ https//tco/I6AHP6vedZ	positive
@ Ik _ Warriors @ HajiGul _ bangesh @ EkDilHa @ talatkashif @ M _ Umair96 @ Pisces2 _ 25 @ beard _ guy029 @ Aamir _ 2109 @ fatehmqazi … https//tco/EP4TP8IbIO	neutral
RT @ Kmsharm45515727 @ vikasbha @ BJP4India @ Kmsharma - Bjp ko vote on Muslim mahilaon n Purushon ne diye jinko yojnaon Ka fayda milaya Modi … 	neutral
Because Hind isnt Indic . Vande Mataram is better though . But Jai Shri Ram is another emotion . https//t.co/SSDK6nOPoR	neutral
@ Shaybi _ Says Han na .. ghr m nae tha sb ko pehly 😂 so best escape point tha 	positive
@ BBMarathiTrolls @ ColorsMarathi Arey bhau iss bar budget kaam hain na 😂 Lonavla se direct goregaon filmcity mein set laga hain 😅 	positive
@ ArySabirshakir _ Well done Sabir Bhai bilkul theak kha app na hamian Pakistan main app kasay hi anker chaiya jin ka … https//t.co/wsxwkiumx7	neutral
@ annuel _ k I miss youuu 😭 and I know you'll see this later kraaa but ok but I miss youuuu 😭 	neutral
Bahut bahut subhkamna ...@ narendramodi sir ... hum yuva ko apse yahi ummid hai ki ap humare desh ke ujjaw … https//t.co/138zmFkE7O	positive
@ RahulGandhi rahul ji aapka bahut bahut dhanay wad . aap congres precident hai . aap bahut mehanat kiye . good per aap … https//t.co/E75G6BwGsT	positive
@ chitraaum Rassi Jal Gayi par bal nahi gayi EVM par Jor nahi chala to patrakar on ke kapde utaro Kuch To karna hai … https//t.co/a7FFl5cDIs	negative
@ AbowathU @ kainatn So true yaaaar . What a load of disappointment this country has turned out to be 😞 and ye aisi ch … https//t.co/HU67xK2pf0	negative
@ MixedRaita His special appeal is to defeat BJP ! Not giving anything like Hopescheme etc . Chutiya kya kam hai desh mein . hain 🙏 	positive
RT @ fahad _ kaoje @ Kwaliyo @ hadeexah _ hmb @ AAUmar __ @ miss _ tiy @ Ummy _ Bie @ bint _ abdallah0 @ fadimatuu ______ I disagree tunda ba money rituals z … 	neutral
@ Itsyourkhaleesi @ 23ndead @ verytoxicc Yaar ye kesi demands ker rahay hou itni mushkil sey manaya hai larkay ko nashay lanay pay 	neutral
Allah Says The Night Of Al Qadar Is Better Than A Thousand Months May Allah Forgive You And Your Family And Fulfi … https//t.co/59oNuFoyBJ	positive
@ RubikaLiyaquat Maam apko inke . jese logo ko jawab nahi dena chaye ....... kyu ki inhone humesa aurto ko burkhe me rk … https//t.co/EGkEcpBLyA	negative
Happy Birthday to the most adorable and remarkable human being on this Earth Love you the most # HappyBirthdayJenniferWinget 	positive
@ ashokgehlot51 Sir Rajasthan ki sari recruitment Process band Karke kau berozgaro ko pareshan kar rahe ho 2018 me … https//t.co/blZoqe4yaB	negative
@ Hemants9781 @ Swamy39 Yahi sb kro .. hmare desh ke yuvao ko berojgar krke bjp wale ye postman ka kaam de diye hai .. sa … https//t.co/GeixurmVKw	negative
Jo Modi ji pe ungli utha rahe he unhe bata du ... ye Pichli sarkar ka paap he .... Agar abhi convince nahi hue to Ne … https//t.co/3vQRprhxu7	neutral
@ rishav _ sharma1 @ NindaTurtles Bsdk nahi BC Kohli are but tumne hamare wali gali seekh li 	negative
@ LambaAlka Tumhare jaisa besharm ko jab jaanta ne chun tab v hume itna hi dukh hua tha . Visashyak to chuna tha delh … https//t.co/fHRZjR4wwh	neutral
@ raving _ dead Apun ka naam aa giya akhbaar mein too much happy uff 	neutral
@ narendramodi wish you all the best jiii https//tco/u1nzkhcyox	positive
RT @ vickto _ willy I love when a guy always sees me without makeup and thinks I ’ m cute and then when we go on a date it ’ s like BOOM yeah you … 	positive
@ HamidRaza117 @ iSaadAwais22 Jaan bojh kar nahi haare ... WC ka apna pressure hota hai ... haarne ka matlab ye nahi k ga … https//t.co/7t2gG2lWmv	positive
Navjot Singh sidhhu ji .. aapki life itni achhi ja rahi thi .. aapke commentary ki tarif pura desh karta tha .... kapil … https//t.co/AZAaKFttZo	positive
@ Sanyam _ Sharma _ ROFL . So more chai for IAF ?? 	neutral
@ VarShu _ OffiCal @ iam _ prash04 @ deep _ deepika006 @ dazzling _ Snehal @ prakashachary1 @ Bhau60625419 @ AkashOfficiall … https//t.co/T3uEGOMsGL	neutral
@ Hrishi _ V @ DrWildsilver @ viswas _ mr @ SapienHomo91 😪😪 i feel this 	neutral
Join us for our first Finally Friday Yoga class ! Book using the link in our Bio ! We ’ d love to see you there ! @ Sa … https//t.co/HSOuQQz42b	neutral
RT @ Seems3r Menaka Gandhi to Rahul - Rajneeti Bachhon ka khel nahi hai Hum Congress mukt bhart ki taraf badh rahe hain ......... Gaadi me … 	positive
@ rabiafaroquee @ Ali1maj Ali bahi jesy hi jawan ki waja sy army par jan deny ko dil krta ha ka kabi nai dekha eid jo … https//t.co/NLKR3f97O2	positive
RT @ Jiminthebiaswr1 @ Aslamsunia1 kya kahun me tumhare baray me Tu to meri jaan hr vheez mein do haath agy hai 😏 I love you to Namjoon-I me … 	positive
@ KapilMishra _ IND Kitna murkh banavoge janta ko . Varso se public ko dharm karam ke naam pr murkh banate rahe ho mish … https//t.co/CN3rHZRIwR	negative
@ jitendr33056794 @ PriyaVerma __ Aur haan bhadwe yeh sun maine vote nahi diya thaa main de hi nahi sakta par sache … https//t.co/FJEDlZLgUd	negative
@ varshasinghmcx Muslim tustikarad hindu virodbhrashtachar public ko bevkuf samajhkar safed jhuthbharat ki sbhya … https//tco/jGasYpmW2d	neutral
@ Bollyhungama @ iamsrk Fake news coz yrf itni badi galti ni krga .. # ShahRukhKhan ko ab action me psnd nhi krgi audie … https//t.co/JAgmdGrOtQ	neutral
@ NitishKumarJDU @ SushilModi @ PrashantKishor @ KrishnaNVerma Aplogo ne to BETETCTET 201117 WALO KA MAJAK BANAKAR … https//t.co/viD4n36nQJ	negative
@ aditi _ tyagi Happy birthday aditi tyagi ji Bhagvan se prathna karta hu ke apka khudka channel khul jaye aur pura di … https//t.co/5mT3GqSovl	neutral
@ FighterOfIndia @ SimranBhinder8 @ FinancialXpress @ indianrailway __ @ PiyushGoyal Sarkar ko koi kos nhi rha hai . Ye fe … https//t.co/d1ADz4v4nU	negative
Bapa ki 26veen aap sab ko Mubarak ho Humari Mubabbat Bapa se aur barh jaati hai jb hum Mureed e Kamil Nigran e Shoo … https//t.co/Lytj9MHGyJ	neutral
@ Nipunvishnoi1 @ TwilightDew @ ANI chub ne kutte ki awlaad . tere baap ka nahi hai sale yah india . tu ja be Nepal ag … https//t.co/zrTNEjRqoE	negative
He - Kisi Ko Mohabbat Se Dekhna Sawaab Hai Na ? She - Haan G He - Toh phir Mujhe Sawaab Kamaane do Na 14 year ol … https//t.co/BSUxD0aujM	positive
@ vicky _ ratia @ ColdCigar @ YRDeshmukh Waise gulami ka asli wajah sangh wale nahi batate honge . Woh hai aapsi dushman … https//t.co/c4LK5Fif13	negative
@ GhulamHusainPK Lagta he ap old age b cross kr chuky han 	neutral
Jb tk aise chutiye rhenge .. bharat aage nhi badh skta .... saale caste ko apne pichhwade me daal lo https//t.co/PBNg4mr1BC	negative
@ Serrial _ killer @ Baat _ Sunoo @ ThiMoiz I don't know whether it's correct news or wrong but pubg tou mein nai final sai kafi pehlay chor di thi 	neutral
